Date,Close
05/01/2015,2.660000086
06/01/2015,2.630000114
07/01/2015,2.579999924
08/01/2015,2.609999895
09/01/2015,2.630000114
12/01/2015,2.630000114
13/01/2015,2.660000086
14/01/2015,2.630000114
15/01/2015,2.519999981
16/01/2015,2.390000105
20/01/2015,2.24000001
21/01/2015,2.450000048
22/01/2015,2.470000029
23/01/2015,2.450000048
26/01/2015,2.609999895
27/01/2015,2.700000048
28/01/2015,2.630000114
29/01/2015,2.609999895
30/01/2015,2.569999933
02/02/2015,2.670000076
03/02/2015,2.75999999
04/02/2015,2.849999905
05/02/2015,3.309999943
06/02/2015,3.029999971
09/02/2015,3.039999962
10/02/2015,3.039999962
11/02/2015,3.069999933
12/02/2015,3.119999886
13/02/2015,3.150000095
17/02/2015,3.109999895
18/02/2015,3.079999924
19/02/2015,3.059999943
20/02/2015,3.059999943
23/02/2015,3.059999943
24/02/2015,3.109999895
25/02/2015,3.099999905
26/02/2015,3.079999924
27/02/2015,3.109999895
02/03/2015,3.210000038
03/03/2015,3.140000105
04/03/2015,3.049999952
05/03/2015,2.980000019
06/03/2015,2.920000076
09/03/2015,2.930000067
10/03/2015,2.920000076
11/03/2015,2.839999914
12/03/2015,2.75999999
13/03/2015,2.75
16/03/2015,2.75999999
17/03/2015,2.769999981
18/03/2015,2.75
19/03/2015,2.74000001
20/03/2015,2.799999952
23/03/2015,2.839999914
24/03/2015,2.789999962
25/03/2015,2.630000114
26/03/2015,2.650000095
27/03/2015,2.720000029
30/03/2015,2.700000048
31/03/2015,2.680000067
01/04/2015,2.690000057
02/04/2015,2.690000057
06/04/2015,2.700000048
07/04/2015,2.700000048
08/04/2015,2.710000038
09/04/2015,2.720000029
10/04/2015,2.75999999
13/04/2015,2.779999971
14/04/2015,2.670000076
15/04/2015,2.700000048
16/04/2015,2.869999886
17/04/2015,2.579999924
20/04/2015,2.49000001
21/04/2015,2.349999905
22/04/2015,2.279999971
23/04/2015,2.329999924
24/04/2015,2.299999952
27/04/2015,2.339999914
28/04/2015,2.309999943
29/04/2015,2.279999971
30/04/2015,2.25999999
01/05/2015,2.309999943
04/05/2015,2.309999943
05/05/2015,2.279999971
06/05/2015,2.289999962
07/05/2015,2.319999933
08/05/2015,2.309999943
11/05/2015,2.319999933
12/05/2015,2.349999905
13/05/2015,2.369999886
14/05/2015,2.329999924
15/05/2015,2.319999933
18/05/2015,2.349999905
19/05/2015,2.279999971
20/05/2015,2.319999933
21/05/2015,2.279999971
22/05/2015,2.279999971
26/05/2015,2.220000029
27/05/2015,2.279999971
28/05/2015,2.269999981
29/05/2015,2.279999971
01/06/2015,2.25
02/06/2015,2.299999952
03/06/2015,2.279999971
04/06/2015,2.329999924
05/06/2015,2.329999924
08/06/2015,2.309999943
09/06/2015,2.289999962
10/06/2015,2.319999933
11/06/2015,2.319999933
12/06/2015,2.309999943
15/06/2015,2.319999933
16/06/2015,2.349999905
17/06/2015,2.470000029
18/06/2015,2.519999981
19/06/2015,2.579999924
22/06/2015,2.619999886
23/06/2015,2.609999895
24/06/2015,2.619999886
25/06/2015,2.579999924
26/06/2015,2.470000029
29/06/2015,2.339999914
30/06/2015,2.400000095
01/07/2015,2.420000076
02/07/2015,2.529999971
06/07/2015,2.470000029
07/07/2015,2.089999914
08/07/2015,2.00999999
09/07/2015,1.980000019
10/07/2015,1.960000038
13/07/2015,1.960000038
14/07/2015,2.049999952
15/07/2015,1.960000038
16/07/2015,1.870000005
17/07/2015,1.789999962
20/07/2015,1.799999952
21/07/2015,1.799999952
22/07/2015,1.789999962
23/07/2015,1.75999999
24/07/2015,1.669999957
27/07/2015,1.620000005
28/07/2015,1.769999981
29/07/2015,1.960000038
30/07/2015,1.929999948
31/07/2015,1.929999948
03/08/2015,2.200000048
04/08/2015,2.130000114
05/08/2015,2.160000086
06/08/2015,2.109999895
07/08/2015,2.089999914
10/08/2015,1.929999948
11/08/2015,1.899999976
12/08/2015,1.899999976
13/08/2015,1.789999962
14/08/2015,1.840000033
17/08/2015,1.799999952
18/08/2015,1.799999952
19/08/2015,1.799999952
20/08/2015,1.700000048
21/08/2015,1.779999971
24/08/2015,1.75
25/08/2015,1.659999967
26/08/2015,1.720000029
27/08/2015,1.779999971
28/08/2015,1.850000024
31/08/2015,1.809999943
01/09/2015,1.710000038
02/09/2015,1.769999981
03/09/2015,1.789999962
04/09/2015,1.820000052
08/09/2015,1.879999995
09/09/2015,1.850000024
10/09/2015,1.840000033
11/09/2015,2.00999999
14/09/2015,1.820000052
15/09/2015,1.860000014
16/09/2015,1.889999986
17/09/2015,1.889999986
18/09/2015,1.870000005
21/09/2015,1.809999943
22/09/2015,1.730000019
23/09/2015,1.700000048
24/09/2015,1.720000029
25/09/2015,1.710000038
28/09/2015,1.659999967
29/09/2015,1.669999957
30/09/2015,1.720000029
01/10/2015,1.74000001
02/10/2015,1.830000043
05/10/2015,1.799999952
06/10/2015,1.830000043
07/10/2015,1.860000014
08/10/2015,1.929999948
09/10/2015,1.960000038
12/10/2015,1.870000005
13/10/2015,1.919999957
14/10/2015,1.950000048
15/10/2015,1.970000029
16/10/2015,1.940000057
19/10/2015,2.00999999
20/10/2015,2.019999981
21/10/2015,2.099999905
22/10/2015,2.140000105
23/10/2015,2.210000038
26/10/2015,2.150000095
27/10/2015,2.150000095
28/10/2015,2.180000067
29/10/2015,2.130000114
30/10/2015,2.119999886
02/11/2015,2.190000057
03/11/2015,2.279999971
04/11/2015,2.200000048
05/11/2015,2.200000048
06/11/2015,2.150000095
09/11/2015,2.109999895
10/11/2015,2.019999981
11/11/2015,2.069999933
12/11/2015,2
13/11/2015,1.99000001
16/11/2015,1.99000001
17/11/2015,1.980000019
18/11/2015,2.119999886
19/11/2015,2.140000105
20/11/2015,2.220000029
23/11/2015,2.220000029
24/11/2015,2.339999914
25/11/2015,2.380000114
27/11/2015,2.329999924
30/11/2015,2.359999895
01/12/2015,2.339999914
02/12/2015,2.269999981
03/12/2015,2.230000019
04/12/2015,2.279999971
07/12/2015,2.359999895
08/12/2015,2.390000105
09/12/2015,2.349999905
10/12/2015,2.450000048
11/12/2015,2.359999895
14/12/2015,2.339999914
15/12/2015,2.359999895
16/12/2015,2.539999962
17/12/2015,2.559999943
18/12/2015,2.450000048
21/12/2015,2.529999971
22/12/2015,2.769999981
23/12/2015,2.829999924
24/12/2015,2.920000076
28/12/2015,3
29/12/2015,3
30/12/2015,2.980000019
31/12/2015,2.869999886
04/01/2016,2.769999981
05/01/2016,2.75
06/01/2016,2.50999999
07/01/2016,2.279999971
08/01/2016,2.140000105
11/01/2016,2.339999914
12/01/2016,2.390000105
13/01/2016,2.25
14/01/2016,2.210000038
15/01/2016,2.029999971
19/01/2016,1.950000048
20/01/2016,1.799999952
21/01/2016,2.089999914
22/01/2016,2.019999981
25/01/2016,2.119999886
26/01/2016,2.069999933
27/01/2016,2.130000114
28/01/2016,2.079999924
29/01/2016,2.200000048
01/02/2016,2.140000105
02/02/2016,1.99000001
03/02/2016,2.069999933
04/02/2016,2.089999914
05/02/2016,1.980000019
08/02/2016,1.929999948
09/02/2016,1.899999976
10/02/2016,1.840000033
11/02/2016,1.860000014
12/02/2016,1.830000043
16/02/2016,1.830000043
17/02/2016,1.899999976
18/02/2016,1.909999967
19/02/2016,1.909999967
22/02/2016,2.00999999
23/02/2016,1.970000029
24/02/2016,2.019999981
25/02/2016,2.029999971
26/02/2016,2.069999933
29/02/2016,2.140000105
01/03/2016,2.180000067
02/03/2016,2.319999933
03/03/2016,2.460000038
04/03/2016,2.369999886
07/03/2016,2.470000029
08/03/2016,2.299999952
09/03/2016,2.25999999
10/03/2016,2.25999999
11/03/2016,2.519999981
14/03/2016,2.720000029
15/03/2016,2.49000001
16/03/2016,2.630000114
17/03/2016,2.799999952
18/03/2016,2.930000067
21/03/2016,2.799999952
22/03/2016,2.789999962
23/03/2016,2.680000067
24/03/2016,2.789999962
28/03/2016,2.779999971
29/03/2016,2.859999895
30/03/2016,2.859999895
31/03/2016,2.849999905
01/04/2016,2.829999924
04/04/2016,2.829999924
05/04/2016,2.75999999
06/04/2016,2.799999952
07/04/2016,2.640000105
08/04/2016,2.74000001
11/04/2016,2.75999999
12/04/2016,2.809999943
13/04/2016,2.799999952
14/04/2016,2.720000029
15/04/2016,2.700000048
18/04/2016,2.75999999
19/04/2016,2.619999886
20/04/2016,2.700000048
21/04/2016,2.619999886
22/04/2016,3.99000001
25/04/2016,3.450000048
26/04/2016,3.660000086
27/04/2016,3.730000019
28/04/2016,3.609999895
29/04/2016,3.549999952
02/05/2016,3.74000001
03/05/2016,3.599999905
04/05/2016,3.599999905
05/05/2016,3.660000086
06/05/2016,3.680000067
09/05/2016,3.650000095
10/05/2016,3.640000105
11/05/2016,3.650000095
12/05/2016,3.589999914
13/05/2016,3.670000076
16/05/2016,3.789999962
17/05/2016,3.789999962
18/05/2016,3.839999914
19/05/2016,3.769999981
20/05/2016,3.869999886
23/05/2016,4.039999962
24/05/2016,4.199999809
25/05/2016,4.179999828
26/05/2016,4.349999905
27/05/2016,4.599999905
31/05/2016,4.570000172
01/06/2016,4.429999828
02/06/2016,4.239999771
03/06/2016,4.159999847
06/06/2016,4.46999979
07/06/2016,4.510000229
08/06/2016,4.460000038
09/06/2016,4.519999981
10/06/2016,4.320000172
13/06/2016,4.400000095
14/06/2016,4.389999866
15/06/2016,4.420000076
16/06/2016,4.75
17/06/2016,5.260000229
20/06/2016,5.099999905
21/06/2016,5.449999809
22/06/2016,5.019999981
23/06/2016,5.210000038
24/06/2016,4.880000114
27/06/2016,4.71999979
28/06/2016,5.119999886
29/06/2016,5.130000114
30/06/2016,5.139999866
01/07/2016,5.070000172
05/07/2016,4.960000038
06/07/2016,5.039999962
07/07/2016,5.019999981
08/07/2016,5.099999905
11/07/2016,5.010000229
12/07/2016,5.139999866
13/07/2016,5.090000153
14/07/2016,5.170000076
15/07/2016,5.139999866
18/07/2016,5.510000229
19/07/2016,5.409999847
20/07/2016,5.409999847
21/07/2016,5.21999979
22/07/2016,5.840000153
25/07/2016,6.699999809
26/07/2016,6.980000019
27/07/2016,6.849999905
28/07/2016,6.820000172
29/07/2016,6.860000134
01/08/2016,6.639999866
02/08/2016,6.260000229
03/08/2016,6.300000191
04/08/2016,6.46999979
05/08/2016,6.610000134
08/08/2016,6.679999828
09/08/2016,6.599999905
10/08/2016,6.489999771
11/08/2016,6.579999924
12/08/2016,6.730000019
15/08/2016,6.949999809
16/08/2016,6.78000021
17/08/2016,6.679999828
18/08/2016,7.039999962
19/08/2016,7.619999886
22/08/2016,7.579999924
23/08/2016,7.670000076
24/08/2016,7.429999828
25/08/2016,7.46999979
26/08/2016,7.670000076
29/08/2016,7.590000153
30/08/2016,7.489999771
31/08/2016,7.400000095
01/09/2016,7.349999905
02/09/2016,7.510000229
06/09/2016,7.340000153
07/09/2016,6.840000153
08/09/2016,6.230000019
09/09/2016,5.900000095
12/09/2016,5.940000057
13/09/2016,5.739999771
14/09/2016,6.039999962
15/09/2016,6.019999981
16/09/2016,6.050000191
19/09/2016,6.159999847
20/09/2016,6.170000076
21/09/2016,6.289999962
22/09/2016,6.369999886
23/09/2016,6.550000191
26/09/2016,6.320000172
27/09/2016,6.539999962
28/09/2016,6.590000153
29/09/2016,6.670000076
30/09/2016,6.909999847
03/10/2016,6.949999809
04/10/2016,6.96999979
05/10/2016,6.78000021
06/10/2016,6.960000038
07/10/2016,6.75
10/10/2016,6.840000153
11/10/2016,6.5
12/10/2016,6.619999886
13/10/2016,6.489999771
14/10/2016,6.75
17/10/2016,6.670000076
18/10/2016,6.730000019
19/10/2016,6.769999981
20/10/2016,6.960000038
21/10/2016,6.519999981
24/10/2016,7.010000229
25/10/2016,7.5
26/10/2016,7.289999962
27/10/2016,7.110000134
28/10/2016,7.199999809
31/10/2016,7.230000019
01/11/2016,7.090000153
02/11/2016,6.760000229
03/11/2016,6.699999809
04/11/2016,6.559999943
07/11/2016,6.960000038
08/11/2016,7
09/11/2016,6.940000057
10/11/2016,6.300000191
11/11/2016,6.690000057
14/11/2016,6.789999962
15/11/2016,6.96999979
16/11/2016,7.670000076
17/11/2016,8.460000038
18/11/2016,8.710000038
21/11/2016,8.93999958
22/11/2016,8.68999958
23/11/2016,8.800000191
25/11/2016,8.770000458
28/11/2016,8.829999924
29/11/2016,8.930000305
30/11/2016,8.909999847
01/12/2016,8.390000343
02/12/2016,8.529999733
05/12/2016,8.680000305
06/12/2016,9.449999809
07/12/2016,9.56000042
08/12/2016,10.34000015
09/12/2016,10.34000015
12/12/2016,10.68000031
13/12/2016,10.53999996
14/12/2016,10.55000019
15/12/2016,10.85999966
16/12/2016,10.65999985
19/12/2016,10.94999981
20/12/2016,11.51000023
21/12/2016,11.47000027
22/12/2016,11.60000038
23/12/2016,11.57999992
27/12/2016,12.06999969
28/12/2016,11.55000019
29/12/2016,11.59000015
30/12/2016,11.34000015
03/01/2017,11.43000031
04/01/2017,11.43000031
05/01/2017,11.23999977
06/01/2017,11.31999969
09/01/2017,11.48999977
10/01/2017,11.43999958
11/01/2017,11.19999981
12/01/2017,10.76000023
13/01/2017,10.57999992
17/01/2017,9.819999695
18/01/2017,9.880000114
19/01/2017,9.770000458
20/01/2017,9.75
23/01/2017,9.909999847
24/01/2017,10.43999958
25/01/2017,10.35000038
26/01/2017,10.52000046
27/01/2017,10.67000008
30/01/2017,10.60999966
31/01/2017,10.36999989
01/02/2017,12.06000042
02/02/2017,12.27999973
03/02/2017,12.23999977
06/02/2017,13.63000011
07/02/2017,13.28999996
08/02/2017,13.56000042
09/02/2017,13.42000008
10/02/2017,13.57999992
13/02/2017,13.48999977
14/02/2017,13.26000023
15/02/2017,13.30000019
16/02/2017,12.97000027
17/02/2017,13.13000011
21/02/2017,14
22/02/2017,14.27999973
23/02/2017,14.31999969
24/02/2017,14.11999989
27/02/2017,15.19999981
28/02/2017,14.46000004
01/03/2017,14.96000004
02/03/2017,13.89999962
03/03/2017,13.02999973
06/03/2017,13.03999996
07/03/2017,13.05000019
08/03/2017,13.22000027
09/03/2017,13.32999992
10/03/2017,13.90999985
13/03/2017,14.27999973
14/03/2017,14.10000038
15/03/2017,13.97999954
16/03/2017,13.64999962
17/03/2017,13.48999977
20/03/2017,14.39999962
21/03/2017,13.81999969
22/03/2017,14.10000038
23/03/2017,13.78999996
24/03/2017,13.69999981
27/03/2017,13.69999981
28/03/2017,13.68999958
29/03/2017,13.71000004
30/03/2017,14.05000019
31/03/2017,14.55000019
03/04/2017,14.64000034
04/04/2017,14.15999985
05/04/2017,14.17000008
06/04/2017,13.27000046
07/04/2017,13.52000046
10/04/2017,13.10000038
11/04/2017,13.10000038
12/04/2017,12.76000023
13/04/2017,12.31000042
17/04/2017,12.78999996
18/04/2017,12.94999981
19/04/2017,12.84000015
20/04/2017,13.10999966
21/04/2017,13
24/04/2017,13.13000011
25/04/2017,13.48999977
26/04/2017,13.40999985
27/04/2017,13.61999989
28/04/2017,13.30000019
01/05/2017,13.61999989
02/05/2017,10.31999969
03/05/2017,10.39000034
04/05/2017,10.10000038
05/05/2017,10.18999958
08/05/2017,10.03999996
09/05/2017,10.18000031
10/05/2017,10.78999996
11/05/2017,11.06999969
12/05/2017,11.26000023
15/05/2017,11.42000008
16/05/2017,12.75
17/05/2017,11.19999981
18/05/2017,11.27999973
19/05/2017,11.40999985
22/05/2017,11.03999996
23/05/2017,10.89000034
24/05/2017,10.89000034
25/05/2017,10.97999954
26/05/2017,11
30/05/2017,11.11999989
31/05/2017,11.18999958
01/06/2017,10.93000031
02/06/2017,10.89999962
05/06/2017,11.23999977
06/06/2017,12.02999973
07/06/2017,12.38000011
08/06/2017,12.89999962
09/06/2017,12.27999973
12/06/2017,12.09000015
13/06/2017,11.96000004
14/06/2017,11.77000046
15/06/2017,11.5
16/06/2017,11.43999958
19/06/2017,11.93000031
20/06/2017,12.64000034
21/06/2017,13.97999954
22/06/2017,14.38000011
23/06/2017,14.17000008
26/06/2017,14.07999992
27/06/2017,13.39999962
28/06/2017,13.22999954
29/06/2017,12.60000038
30/06/2017,12.47999954
03/07/2017,12.14999962
05/07/2017,13.18999958
06/07/2017,13.02000046
07/07/2017,13.35999966
10/07/2017,13.81000042
11/07/2017,13.89000034
12/07/2017,14.28999996
13/07/2017,13.52999973
14/07/2017,13.92000008
17/07/2017,13.80000019
18/07/2017,13.47999954
19/07/2017,13.55000019
20/07/2017,13.80000019
21/07/2017,13.88000011
24/07/2017,14.15999985
25/07/2017,14.10999966
26/07/2017,14.76000023
27/07/2017,14.11999989
28/07/2017,13.94999981
31/07/2017,13.60999966
01/08/2017,13.71000004
02/08/2017,13.36999989
03/08/2017,13.23999977
04/08/2017,13.11999989
07/08/2017,13.43000031
08/08/2017,13.10999966
09/08/2017,12.82999992
10/08/2017,12.11999989
11/08/2017,12.22999954
14/08/2017,12.76000023
15/08/2017,13.02000046
16/08/2017,12.63000011
17/08/2017,12.34000015
18/08/2017,12.36999989
21/08/2017,12.05000019
22/08/2017,12.17000008
23/08/2017,12.47999954
24/08/2017,12.5
25/08/2017,12.43000031
28/08/2017,12.22999954
29/08/2017,12.14999962
30/08/2017,12.67000008
31/08/2017,13
01/09/2017,13.18999958
05/09/2017,12.92000008
06/09/2017,12.85999966
07/09/2017,12.63000011
08/09/2017,12.25
11/09/2017,12.55000019
12/09/2017,12.30000019
13/09/2017,12.22000027
14/09/2017,12.26000023
15/09/2017,12.52000046
18/09/2017,13.07999992
19/09/2017,13.11999989
20/09/2017,13.73999977
21/09/2017,13.40999985
22/09/2017,13.30000019
25/09/2017,12.60999966
26/09/2017,12.44999981
27/09/2017,12.73999977
28/09/2017,12.73999977
29/09/2017,12.75
